Parent	Child	EdgeType
subsystem1033	subsystem1026	Child-Parent
subsystem1034	subsystem1019	Child-Parent
subsystem1034	subsystem1024	Child-Parent
subsystem1035	subsystem1015	Child-Parent
subsystem1035	subsystem1024	Child-Parent
subsystem1036	subsystem1019	Child-Parent
subsystem1036	subsystem1025	Child-Parent
subsystem1036	subsystem1026	Child-Parent
subsystem1037	subsystem1015	Child-Parent
subsystem1037	subsystem1024	Child-Parent
subsystem1037	subsystem1026	Child-Parent
subsystem1038	subsystem1019	Child-Parent
subsystem1038	subsystem1025	Child-Parent
subsystem1039	subsystem1015	Child-Parent
subsystem1039	subsystem1024	Child-Parent
subsystem1039	subsystem1025	Child-Parent
subsystem1040	subsystem1019	Child-Parent
subsystem1040	subsystem1026	Child-Parent
subsystem1041	subsystem1015	Child-Parent
subsystem1041	subsystem1024	Child-Parent
subsystem1041	subsystem1025	Child-Parent
subsystem1041	subsystem1026	Child-Parent
subsystem1042	subsystem1028	Child-Parent
subsystem1042	subsystem1029	Child-Parent
subsystem1043	subsystem1028	Child-Parent
subsystem1043	subsystem1037	Child-Parent
subsystem1044	subsystem1030	Child-Parent
subsystem1044	subsystem1031	Child-Parent
subsystem1045	subsystem1032	Child-Parent
subsystem1045	subsystem1033	Child-Parent
subsystem1046	subsystem1034	Child-Parent
subsystem1046	subsystem1035	Child-Parent
subsystem1047	subsystem1027	Child-Parent
subsystem1047	subsystem1040	Child-Parent
subsystem1048	subsystem1040	Child-Parent
subsystem1048	subsystem1041	Child-Parent
subsystem1049	subsystem1023	Child-Parent
subsystem1049	subsystem1038	Child-Parent
subsystem1049	subsystem1039	Child-Parent
subsystem1050	subsystem1036	Child-Parent
subsystem1050	subsystem1048	Child-Parent
subsystem1051	subsystem1023	Child-Parent
subsystem1051	subsystem1038	Child-Parent
subsystem1052	subsystem1039	Child-Parent
subsystem1052	subsystem1047	Child-Parent
subsystem1053	subsystem1023	Child-Parent
subsystem1053	subsystem1036	Child-Parent
subsystem1053	subsystem1048	Child-Parent
subsystem1054	subsystem1038	Child-Parent
subsystem1054	subsystem1039	Child-Parent
subsystem1055	subsystem1042	Child-Parent
subsystem1055	subsystem1050	Child-Parent
subsystem1056	subsystem1053	Child-Parent
subsystem1056	subsystem1054	Child-Parent
subsystem1057	subsystem1046	Child-Parent
subsystem1057	subsystem1050	Child-Parent
subsystem1058	subsystem1044	Child-Parent
subsystem1058	subsystem1056	Child-Parent
subsystem1059	subsystem1049	Child-Parent
subsystem1059	subsystem1055	Child-Parent
subsystem1060	subsystem1049	Child-Parent
subsystem1060	subsystem1057	Child-Parent
subsystem1061	subsystem1043	Child-Parent
subsystem1061	subsystem1045	Child-Parent
subsystem1061	subsystem1051	Child-Parent
subsystem1061	subsystem1052	Child-Parent
subsystem1061	subsystem1059	Child-Parent
subsystem1061	subsystem1060	Child-Parent
subsystem1062	subsystem1043	Child-Parent
subsystem1062	subsystem1045	Child-Parent
subsystem1062	subsystem1051	Child-Parent
subsystem1062	subsystem1052	Child-Parent
subsystem1062	subsystem1059	Child-Parent
subsystem1063	subsystem1058	Child-Parent
subsystem1063	subsystem1060	Child-Parent
subsystem1064	subsystem1043	Child-Parent
subsystem1064	subsystem1045	Child-Parent
subsystem1064	subsystem1051	Child-Parent
subsystem1064	subsystem1059	Child-Parent
subsystem1064	subsystem1060	Child-Parent
subsystem1065	subsystem1052	Child-Parent
subsystem1065	subsystem1058	Child-Parent
subsystem1066	subsystem1043	Child-Parent
subsystem1066	subsystem1045	Child-Parent
subsystem1066	subsystem1051	Child-Parent
subsystem1066	subsystem1059	Child-Parent
subsystem1067	subsystem1052	Child-Parent
subsystem1067	subsystem1058	Child-Parent
subsystem1067	subsystem1060	Child-Parent
subsystem1068	subsystem1043	Child-Parent
subsystem1068	subsystem1045	Child-Parent
subsystem1068	subsystem1052	Child-Parent
subsystem1068	subsystem1059	Child-Parent
subsystem1068	subsystem1060	Child-Parent
subsystem1069	subsystem1051	Child-Parent
subsystem1069	subsystem1058	Child-Parent
subsystem1070	subsystem1043	Child-Parent
subsystem1070	subsystem1045	Child-Parent
subsystem1070	subsystem1052	Child-Parent
subsystem1070	subsystem1059	Child-Parent
subsystem1071	subsystem1051	Child-Parent
subsystem1071	subsystem1058	Child-Parent
subsystem1071	subsystem1060	Child-Parent
subsystem1072	subsystem1043	Child-Parent
subsystem1072	subsystem1045	Child-Parent
subsystem1072	subsystem1059	Child-Parent
subsystem1072	subsystem1060	Child-Parent
subsystem1073	subsystem1051	Child-Parent
subsystem1073	subsystem1052	Child-Parent
subsystem1073	subsystem1058	Child-Parent
subsystem1074	subsystem1043	Child-Parent
subsystem1074	subsystem1045	Child-Parent
subsystem1074	subsystem1059	Child-Parent
subsystem1075	subsystem1051	Child-Parent
subsystem1075	subsystem1052	Child-Parent
subsystem1075	subsystem1058	Child-Parent
subsystem1075	subsystem1060	Child-Parent
subsystem1076	subsystem1043	Child-Parent
subsystem1076	subsystem1051	Child-Parent
subsystem1076	subsystem1052	Child-Parent
subsystem1076	subsystem1059	Child-Parent
subsystem1076	subsystem1060	Child-Parent
subsystem1077	subsystem1045	Child-Parent
subsystem1077	subsystem1058	Child-Parent
subsystem1078	subsystem1043	Child-Parent
subsystem1078	subsystem1051	Child-Parent
subsystem1078	subsystem1052	Child-Parent
subsystem1078	subsystem1059	Child-Parent
subsystem1079	subsystem1045	Child-Parent
subsystem1079	subsystem1058	Child-Parent
subsystem1079	subsystem1060	Child-Parent
subsystem1080	subsystem1061	Child-Parent
subsystem1080	subsystem1062	Child-Parent
subsystem1081	subsystem1063	Child-Parent
subsystem1081	subsystem1064	Child-Parent
subsystem1082	subsystem1065	Child-Parent
subsystem1082	subsystem1066	Child-Parent
subsystem1083	subsystem1069	Child-Parent
subsystem1083	subsystem1070	Child-Parent
subsystem1084	subsystem1073	Child-Parent
subsystem1084	subsystem1074	Child-Parent
subsystem1085	subsystem1062	Child-Parent
subsystem1085	subsystem1063	Child-Parent
subsystem1086	subsystem1067	Child-Parent
subsystem1086	subsystem1068	Child-Parent
subsystem1087	subsystem1071	Child-Parent
subsystem1087	subsystem1072	Child-Parent
subsystem1088	subsystem1075	Child-Parent
subsystem1088	subsystem1076	Child-Parent
subsystem1089	subsystem995	Child-Parent
subsystem1089	subsystem1083	Child-Parent
subsystem1090	subsystem995	Child-Parent
subsystem1090	subsystem1085	Child-Parent
subsystem1091	subsystem1078	Child-Parent
subsystem1091	subsystem1089	Child-Parent
subsystem1092	subsystem1088	Child-Parent
subsystem1092	subsystem1090	Child-Parent
subsystem1093	subsystem1079	Child-Parent
subsystem1093	subsystem1089	Child-Parent
subsystem1094	subsystem1077	Child-Parent
subsystem1094	subsystem1093	Child-Parent
subsystem1095	subsystem1086	Child-Parent
subsystem1095	subsystem1091	Child-Parent
subsystem1096	subsystem1087	Child-Parent
subsystem1096	subsystem1091	Child-Parent
subsystem1097	subsystem1080	Child-Parent
subsystem1097	subsystem1081	Child-Parent
subsystem1097	subsystem1082	Child-Parent
subsystem1097	subsystem1092	Child-Parent
subsystem1098	subsystem1084	Child-Parent
subsystem1098	subsystem1095	Child-Parent
subsystem1099	subsystem1080	Child-Parent
subsystem1099	subsystem1081	Child-Parent
subsystem1099	subsystem1082	Child-Parent
subsystem1100	subsystem1092	Child-Parent
subsystem1100	subsystem1096	Child-Parent
subsystem1101	subsystem1080	Child-Parent
subsystem1101	subsystem1081	Child-Parent
subsystem1101	subsystem1092	Child-Parent
subsystem1102	subsystem1082	Child-Parent
subsystem1102	subsystem1096	Child-Parent
subsystem1103	subsystem1080	Child-Parent
subsystem1103	subsystem1081	Child-Parent
subsystem1104	subsystem1082	Child-Parent
subsystem1104	subsystem1092	Child-Parent
subsystem1104	subsystem1096	Child-Parent
subsystem1105	subsystem1080	Child-Parent
subsystem1105	subsystem1082	Child-Parent
subsystem1105	subsystem1092	Child-Parent
subsystem1106	subsystem1081	Child-Parent
subsystem1106	subsystem1096	Child-Parent
subsystem1107	subsystem1080	Child-Parent
subsystem1107	subsystem1082	Child-Parent
subsystem1108	subsystem1081	Child-Parent
subsystem1108	subsystem1092	Child-Parent
subsystem1108	subsystem1096	Child-Parent
subsystem1109	subsystem1080	Child-Parent
subsystem1109	subsystem1092	Child-Parent
subsystem111	subsystem102	Child-Parent
subsystem1110	subsystem1081	Child-Parent
subsystem1110	subsystem1082	Child-Parent
subsystem1110	subsystem1096	Child-Parent
subsystem1111	subsystem1081	Child-Parent
subsystem1111	subsystem1082	Child-Parent
subsystem1111	subsystem1092	Child-Parent
subsystem1111	subsystem1096	Child-Parent
subsystem1112	subsystem1098	Child-Parent
subsystem1112	subsystem1099	Child-Parent
subsystem1113	subsystem1108	Child-Parent
subsystem1113	subsystem1109	Child-Parent
subsystem1114	subsystem1101	Child-Parent
subsystem1114	subsystem1108	Child-Parent
subsystem1115	subsystem1094	Child-Parent
subsystem1115	subsystem1111	Child-Parent
subsystem1116	subsystem1097	Child-Parent
subsystem1116	subsystem1110	Child-Parent
subsystem1117	subsystem1106	Child-Parent
subsystem1117	subsystem1107	Child-Parent
subsystem1118	subsystem1102	Child-Parent
subsystem1118	subsystem1103	Child-Parent
subsystem1118	subsystem1117	Child-Parent
subsystem1119	subsystem1104	Child-Parent
subsystem1119	subsystem1105	Child-Parent
subsystem112	subsystem84	Child-Parent
subsystem112	subsystem86	Child-Parent
subsystem1120	subsystem1113	Child-Parent
subsystem1120	subsystem1116	Child-Parent
subsystem1121	subsystem1102	Child-Parent
subsystem1121	subsystem1103	Child-Parent
subsystem1122	subsystem1104	Child-Parent
subsystem1122	subsystem1105	Child-Parent
subsystem1122	subsystem1117	Child-Parent
subsystem1123	subsystem900	Child-Parent
subsystem1123	subsystem1120	Child-Parent
subsystem1123	subsystem1121	Child-Parent
subsystem1124	subsystem1100	Child-Parent
subsystem1124	subsystem1118	Child-Parent
subsystem1125	subsystem1112	Child-Parent
subsystem1125	subsystem1118	Child-Parent
subsystem1126	subsystem900	Child-Parent
subsystem1126	subsystem1100	Child-Parent
subsystem1126	subsystem1118	Child-Parent
subsystem1127	subsystem1120	Child-Parent
subsystem1127	subsystem1121	Child-Parent
subsystem1128	subsystem900	Child-Parent
subsystem1128	subsystem1100	Child-Parent
subsystem1129	subsystem1115	Child-Parent
subsystem1129	subsystem1125	Child-Parent
subsystem113	subsystem86	Child-Parent
subsystem113	subsystem87	Child-Parent
subsystem1130	subsystem1119	Child-Parent
subsystem1130	subsystem1128	Child-Parent
subsystem1131	subsystem1123	Child-Parent
subsystem1131	subsystem1126	Child-Parent
subsystem1132	subsystem1114	Child-Parent
subsystem1132	subsystem1122	Child-Parent
subsystem1132	subsystem1124	Child-Parent
subsystem1132	subsystem1129	Child-Parent
subsystem1132	subsystem1130	Child-Parent
subsystem1132	subsystem1131	Child-Parent
subsystem1133	subsystem1114	Child-Parent
subsystem1133	subsystem1122	Child-Parent
subsystem1133	subsystem1124	Child-Parent
subsystem1133	subsystem1129	Child-Parent
subsystem1133	subsystem1130	Child-Parent
subsystem1134	subsystem1127	Child-Parent
subsystem1134	subsystem1131	Child-Parent
subsystem1135	subsystem1114	Child-Parent
subsystem1135	subsystem1122	Child-Parent
subsystem1135	subsystem1124	Child-Parent
subsystem1135	subsystem1129	Child-Parent
subsystem1135	subsystem1131	Child-Parent
subsystem1136	subsystem1127	Child-Parent
subsystem1136	subsystem1130	Child-Parent
subsystem1137	subsystem1114	Child-Parent
subsystem1137	subsystem1122	Child-Parent
subsystem1137	subsystem1124	Child-Parent
subsystem1137	subsystem1129	Child-Parent
subsystem1138	subsystem1127	Child-Parent
subsystem1138	subsystem1130	Child-Parent
subsystem1138	subsystem1131	Child-Parent
subsystem1139	subsystem1114	Child-Parent
subsystem1139	subsystem1122	Child-Parent
subsystem1139	subsystem1129	Child-Parent
subsystem1139	subsystem1130	Child-Parent
subsystem1139	subsystem1131	Child-Parent
subsystem114	subsystem83	Child-Parent
subsystem114	subsystem84	Child-Parent
subsystem1140	subsystem1124	Child-Parent
subsystem1140	subsystem1127	Child-Parent
subsystem1141	subsystem1114	Child-Parent
subsystem1141	subsystem1122	Child-Parent
subsystem1141	subsystem1129	Child-Parent
subsystem1141	subsystem1130	Child-Parent
subsystem1142	subsystem1124	Child-Parent
subsystem1142	subsystem1127	Child-Parent
subsystem1142	subsystem1131	Child-Parent
subsystem1143	subsystem1114	Child-Parent
subsystem1143	subsystem1122	Child-Parent
subsystem1143	subsystem1129	Child-Parent
subsystem1143	subsystem1131	Child-Parent
subsystem1144	subsystem1124	Child-Parent
subsystem1144	subsystem1127	Child-Parent
subsystem1144	subsystem1130	Child-Parent
subsystem1145	subsystem1114	Child-Parent
subsystem1145	subsystem1122	Child-Parent
subsystem1145	subsystem1129	Child-Parent
subsystem1146	subsystem1124	Child-Parent
subsystem1146	subsystem1127	Child-Parent
subsystem1146	subsystem1130	Child-Parent
subsystem1146	subsystem1131	Child-Parent
subsystem1147	subsystem1114	Child-Parent
subsystem1147	subsystem1124	Child-Parent
subsystem1147	subsystem1129	Child-Parent
subsystem1147	subsystem1130	Child-Parent
subsystem1147	subsystem1131	Child-Parent
subsystem1148	subsystem1122	Child-Parent
subsystem1148	subsystem1127	Child-Parent
subsystem1149	subsystem1114	Child-Parent
subsystem1149	subsystem1124	Child-Parent
subsystem1149	subsystem1129	Child-Parent
subsystem1149	subsystem1130	Child-Parent
subsystem1150	subsystem1122	Child-Parent
subsystem1150	subsystem1127	Child-Parent
subsystem1150	subsystem1131	Child-Parent
subsystem1151	subsystem1132	Child-Parent
subsystem1151	subsystem1133	Child-Parent
subsystem1152	subsystem1137	Child-Parent
subsystem1152	subsystem1140	Child-Parent
subsystem1153	subsystem1137	Child-Parent
subsystem1153	subsystem1142	Child-Parent
subsystem1154	subsystem1134	Child-Parent
subsystem1154	subsystem1135	Child-Parent
subsystem1155	subsystem1138	Child-Parent
subsystem1155	subsystem1139	Child-Parent
subsystem1156	subsystem1148	Child-Parent
subsystem1156	subsystem1149	Child-Parent
subsystem1157	subsystem1141	Child-Parent
subsystem1157	subsystem1148	Child-Parent
subsystem1158	subsystem1134	Child-Parent
subsystem1158	subsystem1150	Child-Parent
subsystem1159	subsystem1144	Child-Parent
subsystem1159	subsystem1145	Child-Parent
subsystem116	subsystem107	Child-Parent
subsystem1160	subsystem1146	Child-Parent
subsystem1160	subsystem1147	Child-Parent
subsystem1161	subsystem1145	Child-Parent
subsystem1161	subsystem1146	Child-Parent
subsystem1162	subsystem1143	Child-Parent
subsystem1162	subsystem1158	Child-Parent
subsystem1163	subsystem1151	Child-Parent
subsystem1163	subsystem1155	Child-Parent
subsystem1164	subsystem1143	Child-Parent
subsystem1164	subsystem1156	Child-Parent
subsystem1165	subsystem1136	Child-Parent
subsystem1165	subsystem1154	Child-Parent
subsystem1166	subsystem1152	Child-Parent
subsystem1166	subsystem1160	Child-Parent
subsystem1167	subsystem1163	Child-Parent
subsystem1167	subsystem1164	Child-Parent
subsystem1168	subsystem1153	Child-Parent
subsystem1168	subsystem1159	Child-Parent
subsystem1168	subsystem1162	Child-Parent
subsystem1169	subsystem1157	Child-Parent
subsystem1169	subsystem1161	Child-Parent
subsystem1170	subsystem1157	Child-Parent
subsystem1170	subsystem1161	Child-Parent
subsystem1170	subsystem1165	Child-Parent
subsystem1171	subsystem1153	Child-Parent
subsystem1171	subsystem1162	Child-Parent
subsystem1172	subsystem1159	Child-Parent
subsystem1172	subsystem1165	Child-Parent
subsystem1173	subsystem1153	Child-Parent
subsystem1173	subsystem1165	Child-Parent
subsystem1174	subsystem1159	Child-Parent
subsystem1174	subsystem1162	Child-Parent
subsystem1175	subsystem1153	Child-Parent
subsystem1175	subsystem1159	Child-Parent
subsystem1175	subsystem1165	Child-Parent
subsystem1176	subsystem1153	Child-Parent
subsystem1176	subsystem1159	Child-Parent
subsystem1177	subsystem1166	Child-Parent
subsystem1177	subsystem1176	Child-Parent
subsystem1178	subsystem1167	Child-Parent
subsystem1178	subsystem1168	Child-Parent
subsystem1179	subsystem1167	Child-Parent
subsystem1179	subsystem1169	Child-Parent
subsystem118	subsystem101	Child-Parent
subsystem1180	subsystem1170	Child-Parent
subsystem1180	subsystem1171	Child-Parent
subsystem1181	subsystem1172	Child-Parent
subsystem1181	subsystem1173	Child-Parent
subsystem1181	subsystem1175	Child-Parent
subsystem1182	subsystem1170	Child-Parent
subsystem1182	subsystem1171	Child-Parent
subsystem1182	subsystem1175	Child-Parent
subsystem1183	subsystem1172	Child-Parent
subsystem1183	subsystem1173	Child-Parent
subsystem1184	subsystem1172	Child-Parent
subsystem1184	subsystem1175	Child-Parent
subsystem1185	subsystem1173	Child-Parent
subsystem1185	subsystem1177	Child-Parent
subsystem1186	subsystem1174	Child-Parent
subsystem1186	subsystem1179	Child-Parent
subsystem1186	subsystem1180	Child-Parent
subsystem1187	subsystem1178	Child-Parent
subsystem1187	subsystem1184	Child-Parent
subsystem1188	subsystem1174	Child-Parent
subsystem1188	subsystem1179	Child-Parent
subsystem1189	subsystem1180	Child-Parent
subsystem1189	subsystem1181	Child-Parent
subsystem119	subsystem100	Child-Parent
subsystem119	subsystem110	Child-Parent
subsystem1190	subsystem1174	Child-Parent
subsystem1190	subsystem1180	Child-Parent
subsystem1191	subsystem1179	Child-Parent
subsystem1191	subsystem1181	Child-Parent
subsystem1192	subsystem1179	Child-Parent
subsystem1192	subsystem1180	Child-Parent
subsystem1192	subsystem1181	Child-Parent
subsystem1193	subsystem1182	Child-Parent
subsystem1193	subsystem1190	Child-Parent
subsystem1194	subsystem1185	Child-Parent
subsystem1194	subsystem1191	Child-Parent
subsystem1195	subsystem1183	Child-Parent
subsystem1195	subsystem1191	Child-Parent
subsystem1196	subsystem1185	Child-Parent
subsystem1196	subsystem1190	Child-Parent
subsystem1196	subsystem1191	Child-Parent
subsystem1197	subsystem1185	Child-Parent
subsystem1197	subsystem1190	Child-Parent
subsystem1198	subsystem1192	Child-Parent
subsystem1198	subsystem1195	Child-Parent
subsystem1199	subsystem1186	Child-Parent
subsystem1199	subsystem1196	Child-Parent
subsystem120	subsystem106	Child-Parent
subsystem120	subsystem114	Child-Parent
subsystem1200	subsystem1192	Child-Parent
subsystem1200	subsystem1196	Child-Parent
subsystem1201	subsystem1187	Child-Parent
subsystem1201	subsystem1188	Child-Parent
subsystem1202	subsystem1189	Child-Parent
subsystem1202	subsystem1194	Child-Parent
subsystem1203	subsystem1187	Child-Parent
subsystem1203	subsystem1188	Child-Parent
subsystem1203	subsystem1194	Child-Parent
subsystem1204	subsystem1188	Child-Parent
subsystem1204	subsystem1193	Child-Parent
subsystem1205	subsystem1187	Child-Parent
subsystem1205	subsystem1194	Child-Parent
subsystem1206	subsystem1187	Child-Parent
subsystem1206	subsystem1193	Child-Parent
subsystem1207	subsystem1188	Child-Parent
subsystem1207	subsystem1194	Child-Parent
subsystem1208	subsystem1187	Child-Parent
subsystem1208	subsystem1188	Child-Parent
subsystem1208	subsystem1193	Child-Parent
subsystem1209	subsystem1197	Child-Parent
subsystem1209	subsystem1198	Child-Parent
subsystem121	subsystem109	Child-Parent
subsystem121	subsystem111	Child-Parent
subsystem1210	subsystem1200	Child-Parent
subsystem1210	subsystem1203	Child-Parent
subsystem1211	subsystem1198	Child-Parent
subsystem1211	subsystem1208	Child-Parent
subsystem1212	subsystem1199	Child-Parent
subsystem1212	subsystem1206	Child-Parent
subsystem1213	subsystem1207	Child-Parent
subsystem1213	subsystem1209	Child-Parent
subsystem1214	subsystem1206	Child-Parent
subsystem1214	subsystem1211	Child-Parent
subsystem1215	subsystem1205	Child-Parent
subsystem1215	subsystem1210	Child-Parent
subsystem1215	subsystem1213	Child-Parent
subsystem1215	subsystem1214	Child-Parent
subsystem1216	subsystem1201	Child-Parent
subsystem1216	subsystem1214	Child-Parent
subsystem1217	subsystem1205	Child-Parent
subsystem1217	subsystem1210	Child-Parent
subsystem1217	subsystem1213	Child-Parent
subsystem1218	subsystem1201	Child-Parent
subsystem1218	subsystem1213	Child-Parent
subsystem1219	subsystem1205	Child-Parent
subsystem1219	subsystem1210	Child-Parent
subsystem1219	subsystem1214	Child-Parent
subsystem122	subsystem113	Child-Parent
subsystem122	subsystem114	Child-Parent
subsystem1220	subsystem1201	Child-Parent
subsystem1220	subsystem1213	Child-Parent
subsystem1220	subsystem1214	Child-Parent
subsystem1221	subsystem1205	Child-Parent
subsystem1221	subsystem1210	Child-Parent
subsystem1222	subsystem1201	Child-Parent
subsystem1222	subsystem1210	Child-Parent
subsystem1223	subsystem1205	Child-Parent
subsystem1223	subsystem1213	Child-Parent
subsystem1223	subsystem1214	Child-Parent
subsystem1224	subsystem1201	Child-Parent
subsystem1224	subsystem1210	Child-Parent
subsystem1224	subsystem1214	Child-Parent
subsystem1225	subsystem1205	Child-Parent
subsystem1225	subsystem1213	Child-Parent
subsystem1226	subsystem1201	Child-Parent
subsystem1226	subsystem1210	Child-Parent
subsystem1226	subsystem1213	Child-Parent
subsystem1227	subsystem1205	Child-Parent
subsystem1227	subsystem1214	Child-Parent
subsystem1228	subsystem1201	Child-Parent
subsystem1228	subsystem1210	Child-Parent
subsystem1228	subsystem1213	Child-Parent
subsystem1228	subsystem1214	Child-Parent
subsystem1229	subsystem1205	Child-Parent
subsystem1229	subsystem1212	Child-Parent
subsystem123	subsystem93	Child-Parent
subsystem123	subsystem111	Child-Parent
subsystem1230	subsystem1210	Child-Parent
subsystem1230	subsystem1213	Child-Parent
subsystem1230	subsystem1214	Child-Parent
subsystem1231	subsystem1210	Child-Parent
subsystem1231	subsystem1213	Child-Parent
subsystem1232	subsystem1204	Child-Parent
subsystem1232	subsystem1225	Child-Parent
subsystem1233	subsystem1204	Child-Parent
subsystem1233	subsystem1217	Child-Parent
subsystem1234	subsystem1202	Child-Parent
subsystem1234	subsystem1224	Child-Parent
subsystem1235	subsystem1215	Child-Parent
subsystem1235	subsystem1219	Child-Parent
subsystem1236	subsystem1226	Child-Parent
subsystem1236	subsystem1233	Child-Parent
subsystem1237	subsystem1227	Child-Parent
subsystem1237	subsystem1228	Child-Parent
subsystem1238	subsystem1202	Child-Parent
subsystem1238	subsystem1215	Child-Parent
subsystem1239	subsystem1220	Child-Parent
subsystem1239	subsystem1232	Child-Parent
subsystem124	subsystem93	Child-Parent
subsystem124	subsystem110	Child-Parent
subsystem1240	subsystem1221	Child-Parent
subsystem1240	subsystem1222	Child-Parent
subsystem1241	subsystem1221	Child-Parent
subsystem1241	subsystem1230	Child-Parent
subsystem1242	subsystem1234	Child-Parent
subsystem1242	subsystem1239	Child-Parent
subsystem1243	subsystem1236	Child-Parent
subsystem1243	subsystem1238	Child-Parent
subsystem1244	subsystem1234	Child-Parent
subsystem1244	subsystem1236	Child-Parent
subsystem1245	subsystem1229	Child-Parent
subsystem1245	subsystem1243	Child-Parent
subsystem1246	subsystem1235	Child-Parent
subsystem1246	subsystem1242	Child-Parent
subsystem1247	subsystem1241	Child-Parent
subsystem1247	subsystem1244	Child-Parent
subsystem1248	subsystem1216	Child-Parent
subsystem1248	subsystem1245	Child-Parent
subsystem1248	subsystem1247	Child-Parent
subsystem1249	subsystem1218	Child-Parent
subsystem1249	subsystem1223	Child-Parent
subsystem1249	subsystem1246	Child-Parent
subsystem125	subsystem93	Child-Parent
subsystem125	subsystem110	Child-Parent
subsystem125	subsystem111	Child-Parent
subsystem1250	subsystem1216	Child-Parent
subsystem1250	subsystem1245	Child-Parent
subsystem1251	subsystem1240	Child-Parent
subsystem1251	subsystem1247	Child-Parent
subsystem1252	subsystem1216	Child-Parent
subsystem1252	subsystem1240	Child-Parent
subsystem1253	subsystem1245	Child-Parent
subsystem1253	subsystem1247	Child-Parent
subsystem1254	subsystem1216	Child-Parent
subsystem1254	subsystem1240	Child-Parent
subsystem1254	subsystem1247	Child-Parent
subsystem1255	subsystem1231	Child-Parent
subsystem1255	subsystem1249	Child-Parent
subsystem1255	subsystem1253	Child-Parent
subsystem1256	subsystem1231	Child-Parent
subsystem1256	subsystem1249	Child-Parent
subsystem1257	subsystem1250	Child-Parent
subsystem1257	subsystem1253	Child-Parent
subsystem1258	subsystem1231	Child-Parent
subsystem1258	subsystem1253	Child-Parent
subsystem1259	subsystem1249	Child-Parent
subsystem1259	subsystem1250	Child-Parent
subsystem126	subsystem107	Child-Parent
subsystem1260	subsystem1249	Child-Parent
subsystem1260	subsystem1250	Child-Parent
subsystem1260	subsystem1253	Child-Parent
