Parent	Child	EdgeType
subsystem597	subsystem588	Child-Parent
subsystem598	subsystem582	Child-Parent
subsystem598	subsystem586	Child-Parent
subsystem598	subsystem588	Child-Parent
subsystem599	subsystem453	Child-Parent
subsystem599	subsystem571	Child-Parent
subsystem600	subsystem509	Child-Parent
subsystem600	subsystem511	Child-Parent
subsystem601	subsystem585	Child-Parent
subsystem601	subsystem593	Child-Parent
subsystem602	subsystem585	Child-Parent
subsystem602	subsystem592	Child-Parent
subsystem603	subsystem585	Child-Parent
subsystem603	subsystem594	Child-Parent
subsystem604	subsystem521	Child-Parent
subsystem604	subsystem602	Child-Parent
subsystem605	subsystem523	Child-Parent
